review_id,job_id,name,status,verification
"J03-P","undead_towers","사령왕","구현 완료·자동 검증 완료","테스트: UndeadAugmentsTest.kingFollowsLogicalUpgradeAndCopiesFreezeWithoutGrowthOrAugments; UndeadAugmentsGameTest.kingCopiesCapAtSixOutliveCombatDeathAndDisappearWithOriginalSale; JobAugmentSelectionGameTest.allFourManualJobCardsRejectWrongClassForeignOwnerAndTemporaryCopies; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J04-S","animal_towers","종을 뛰어넘는 우정","구현 완료·자동 검증 완료","테스트: AnimalAugmentsTest.friendshipAddsOnlyOneVirtualAnimalAndDoesNotUnlockLeaderUpgrade; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J04-G1","animal_towers","우두머리","구현 완료·자동 검증 완료","테스트: AnimalAugmentsTest.leaderStatsApplyOnlyToActualLeader; JobAdvAnimalResonanceGameTest.leaderSplashDealsSixtyPercentInsideTwoPointFiveBlocks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J04-G2","animal_towers","""무리"" 공격","구현 완료·자동 검증 완료","테스트: JobAdvAnimalResonanceGameTest.animalFifthFamilyHitCallsOnlyThreeAlliesAndDoesNotRecharge; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J04-P","animal_towers","우두머리 연합","구현 완료·자동 검증 완료","테스트: AnimalAugmentsTest.threeLeaderKindsShareDoubleAurasAcrossSpeciesAndDistanceUntilOneDies; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J05-S","warlock_towers","유언","구현 완료·자동 검증 완료","테스트: EndAugmentGameTest.warlockAbsorptionFiresOnceAndSharesOnlyGrowth; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J05-G1","warlock_towers","폭발형 제물","구현 완료·자동 검증 완료","테스트: WarlockAugmentTest.explosiveSacrificeScalesOnlyPermanentGrowth; EndAugmentGameTest.warlockAbsorptionFiresOnceAndSharesOnlyGrowth; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J05-G2","warlock_towers","(진)각성","구현 완료·자동 검증 완료","테스트: WarlockAugmentTest.trueAwakeningUsesSixtyPercentThresholdAndImmediateUnlockDetails; EndAugmentGameTest.trueAwakeningUnlocksAtSixtyPercentWithAnotherCoreAlive; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J05-P","warlock_towers","악마의 동업","구현 완료·자동 검증 완료","테스트: WarlockAugmentTest.partnershipSharesGrowthWithoutSacrificeCountersOrAttackSpeed; WarlockAugmentTest.partnershipSecondCoreCostsSevenHundredAndDoesNotPreventAwakening; BuilderAugmentTransactionGameTest.secondWarlockCoreChargesQuotedSevenHundredAndPreservesFailedPurchase; EndAugmentGameTest.warlockAbsorptionFiresOnceAndSharesOnlyGrowth; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J06-S","legion_towers","트릭 쇼","구현 완료·자동 검증 완료","테스트: LegionAugmentGameTest.trickShowPreventsLethalOnceAndCharismaDoesNotChargeFromExtraAttacks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J06-G1","legion_towers","파워레인저","구현 완료·자동 검증 완료","테스트: LegionAugmentGameTest.mergedFactoryPreservesEveryMaterialGenerationAndAddsSplash; LegionAugmentGameTest.mergePreservesOtherBodiesWhenOneSourceIsRemovedAndFactoryChoosesInvestment; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J06-G2","legion_towers","카리스마","구현 완료·자동 검증 완료","테스트: LegionAugmentGameTest.trickShowPreventsLethalOnceAndCharismaDoesNotChargeFromExtraAttacks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J06-P","legion_towers","복제 공장","구현 완료·자동 검증 완료","테스트: LegionAugmentGameTest.factoryFourInitialClonesMakeEightChildrenAndStopAtThirdGeneration; LegionAugmentGameTest.factoryEightInitialClonesShareTwelveReservationsEvenAfterDeath; LegionAugmentGameTest.mergedFactoryPreservesEveryMaterialGenerationAndAddsSplash; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J07-S","resonance_towers","인터넷 친구","구현 완료·자동 검증 완료","테스트: ResonanceAugmentsTest.internetFriendUsesHighestUnlinkedNearestCandidateAndDoesNotAccumulate; ResonanceAugmentsTest.internetFriendNeverCountsAnExistingConnectionTwice; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J07-G1","resonance_towers","원격 연결","구현 완료·자동 검증 완료","테스트: ResonanceAugmentsTest.remoteLinksReachThreeBlocksAndGrantStatsOnlyAtThreeLinks; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J07-G2","resonance_towers","화음","구현 완료·자동 검증 완료","테스트: JobAdvAnimalResonanceGameTest.harmonyUsesCurrentTierCapAndHitsAtMostTwelveIncludingPrimary; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J07-P","resonance_towers","공명 순환","구현 완료·자동 검증 완료","테스트: ResonanceAugmentsTest.cycleWaitsSixSecondsDoesNotRepeatSameTickAndKeepsUpgradeDeadline; JobAdvAnimalResonanceGameTest.cycleAttacksFiveHighestResonanceTowersWithoutChargingHarmonyOrRepeating; JobAdvAnimalResonanceGameTest.cycleSkipsOutOfRangeEnemiesAndDoesNotDeferAMissedAttack; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J08-S","illager_towers","흉조","구현 완료·자동 검증 완료","테스트: AugmentCombatGameTest.jobOmenStartsAfterFirstHitAndKeepsCaptainMark; IllagerMarkTest.omenRefreshesWithoutStackingAndKeepsOtherOwnersAndCaptainMark; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J08-G1","illager_towers","매복","구현 완료·자동 검증 완료","테스트: IllagerAugmentsGameTest.ambushStartsRaidImmediatelyAndAddsThirtyPercentAttackSpeedForEightSeconds; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J08-G2","illager_towers","다음은 너야","구현 완료·자동 검증 완료","테스트: IllagerMarkTest.transferredNativeAndOmenMarksRegainFullDurationAndKeepForcedTargetingWithoutStacking; IllagerMarkTest.expiredMarksCannotTransfer; IllagerAugmentsGameTest.markedCorpseTransfersNativeAndOmenToThreeNearbyEnemiesOnce; IllagerAugmentsGameTest.commonAugmentTowerKillTransfersMarksButAnExtraAttackKillCannot; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J08-P","illager_towers","대습격","구현 완료·자동 검증 완료","테스트: IllagerRaidStateTest.grandRaidAccumulatesOnlyAfterActivationConsumesFiftiesAndResets; IllagerRaidStateTest.ordinaryRaidsNeverAcquireGrandRaidCharges; IllagerAugmentsGameTest.grandRaidConsumesFiftyGaugeAndOnlyAttackingTowersFireWithoutRecharging; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J09-S","nether","방혈","구현 완료·자동 검증 완료","테스트: NetherAugmentsTest.bloodChargesPreserveOverflowUseOnePerBasicAttackAndReset; NetherAugmentsTest.upgradeCopiesChargesIndependentlyAndNonNaturalDamageDoesNotCharge; NetherAugmentsGameTest.bloodlettingChargesFromActualReducedDecayAndHotBloodedUsesSixtyPercent; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J09-G1","nether","다혈질","구현 완료·자동 검증 완료","테스트: NetherAugmentsGameTest.bloodlettingChargesFromActualReducedDecayAndHotBloodedUsesSixtyPercent; NetherAugmentsGameTest.hotBloodedDoesNotGrantCriticalEffectsAboveSixtyPercentHealth; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J09-G2","nether","2 페이즈","구현 완료·자동 검증 완료","테스트: NetherAugmentsTest.secondPhasePreventsEveryDamagePathFromDroppingBelowOneUntilSixtyTicks; NetherAugmentsGameTest.phaseClampsNaturalLossAndAddsExactPhysicalSplashWithoutRecursiveProc; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J09-P","nether","불사의 토템","구현 완료·자동 검증 완료","테스트: NetherAugmentsTest.totemRevivesAfterDeathAtTwentyTicksOnceAndOnlyAsZombie; NetherAugmentsGameTest.totemRespawnsActualZombieDeathOnceAtSamePosition; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J10-S","end_towers","공허 지뢰","구현 완료·자동 검증 완료","테스트: EndAugmentTest.successfulTransfersTakeHalfTimeAndLeaveOneMineEach; EndAugmentTest.interruptedTransfersGrantNeitherMineNorCharge; EndAugmentGameTest.voidMineSurvivesCoreDeathAndUsesEightTargetCap; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J10-G1","end_towers","폭풍 성장","구현 완료·자동 검증 완료","테스트: EndAugmentTest.successfulTransfersTakeHalfTimeAndLeaveOneMineEach; EndAugmentTest.interruptedTransfersGrantNeitherMineNorCharge; EndAugmentTest.everyThirdCompletionStoresOnlyOneChargeAndResetsAtRoundEnd; EndAugmentGameTest.growthHitsNativeSecondaryTargetsOnceAndExtraAttacksCannotConsumeItsCharge; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J10-G2","end_towers","삼중 브레스","구현 완료·자동 검증 완료","테스트: EndAugmentTest.breathUsesTwelveByThreeForwardRectangle; EndAugmentGameTest.breathFiresTwiceFourTicksApartAndReselectsInsideRange; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J10-P","end_towers","쌍둥이 용","구현 완료·자동 검증 완료","테스트: EndAugmentTest.twinKeepsHatchedFormAndHalfSnapshotWithoutGrowthOrAnotherTwin; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 대표 장면 확인: 부화 후 팬텀 모델과 피격 표시; 서버 기록: 별도 복제본·체력 50%·피해 50%; 정지 시험에서 원본과 겹침: 정상 이동 중 가독성 재확인 필요; 근거: 2026-09-21-season-3-builder-augment-client-qa.ko.md"
"J11-S","ocean","물 돌려쓰기","구현 완료·자동 검증 완료","테스트: OceanAugmentsTest.recyclePreservesPreAttenuationAllocationAndNeverSuppliesCappedRecipients; OceanAugmentsGameTest.recyclingUsesConnectedTargetsAndAppliesTwoSourceDecayOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J11-G1","ocean","만조","구현 완료·자동 검증 완료","테스트: OceanAugmentsTest.highTideScalesSupplyAndSoftCapAndFloorsOnlyWaterUsers; OceanAugmentsGameTest.recyclingUsesConnectedTargetsAndAppliesTwoSourceDecayOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J11-G2","ocean","거센 해류","구현 완료·자동 검증 완료","테스트: OceanAugmentsTest.currentCountsActualSpendAccumulatesAndConsumesOnePerBasicAttack; OceanAugmentsGameTest.currentHitsTwelveEnemiesAsMagicAndSpendsOnlyOneStoredCharge; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J11-P","ocean","밀물","구현 완료·자동 검증 완료","테스트: OceanAugmentsTest.tideStartsAtTwelveSecondsMaintainsFourSecondsAndPreservesWaterAboveCap; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J12-S","ancient_city","감지 공유","구현 완료·자동 검증 완료","테스트: AncientCityAugmentsTest.sameSharedMarkRefreshesInsteadOfStacking; AncientCityAugmentsGameTest.detectionSharesWithTwoUnmarkedEnemiesForFullDuration; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J12-G1","ancient_city","영역 전개","구현 완료·자동 검증 완료","테스트: AncientCityAugmentsGameTest.domainExpansionExtendsBasicAndSpellRangeOnlyAcrossOwnedSculk; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J12-G2","ancient_city","연쇄 소닉 붐","구현 완료·자동 검증 완료","테스트: AncientCityAugmentsTest.chainSonicAddsThreeTargetsAndRestoresFullSecondaryDamage; AncientCityAugmentsGameTest.chainSonicUsesFullMarkedSecondaryDamageAndAddsThreeTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J12-P","ancient_city","깨어난 도시","구현 완료·자동 검증 완료","테스트: AncientCityAugmentsGameTest.awakenedCityUsesStrongestWardenAndSixSitesWithSharedCooldown; AncientCityAugmentsGameTest.awakenedCityDeduplicatesCellsAndCapsEachPulseAtEightEnemies; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J13-S","hero_party","합동 공격","구현 완료·자동 검증 완료","테스트: HeroAugmentsTest.companionRotationKeepsPlacementOrderSkipsDeadAndPreservesUpgradeIdentity; HeroAdversaryAugmentGameTest.heroRotatesCompanionsAndGeneratedAttacksDoNotCharge; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J13-G1","hero_party","주인공 버프","구현 완료·자동 검증 완료","테스트: HeroAugmentsTest.protagonistUnlockDoesNotUpgradeDamagePriceOrIntervalAndAmplifiesAtActualFive; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J13-G2","hero_party","합동 공격","구현 완료·자동 검증 완료","테스트: HeroAdversaryAugmentGameTest.heroPartyBlastRequiresFourLivingCompanionsAndCapsTwelveTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J13-P","hero_party","전설의 용사","구현 완료·자동 검증 완료","테스트: HeroAugmentsTest.legendIncreasesOnlyHeroWeaponDamageAndHealth; HeroAugmentsTest.legendarySlashUsesTwelveByThreeRectangleWithoutHittingBehind; HeroAdversaryAugmentGameTest.legendarySlashUsesPhysicalDamageAndTwelveTargetCap; HeroAdversaryAugmentGameTest.selectionRefreshesHeroAndFoxHealthWithoutLosingTimedBonusesOrHealthFraction; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J14-S","succubus","고약한 잠버릇","구현 완료·자동 검증 완료","테스트: SuccubusGameTest.sleepAttackWaitsFortyTicksAndRetainsNativeDreamDustAttack; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J14-G1","succubus","루시드 드림","구현 완료·자동 검증 완료","테스트: SuccubusGameTest.lucidDreamEnhancesOnlyAlliedDreamBonusesAndPreventsTheirSleep; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J14-G2","succubus","악몽 전염","구현 완료·자동 검증 완료","테스트: SuccubusGameTest.nightmareContagionStopsAfterTwoGenerationsAndTwoTargets; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J14-P","succubus","몽유병","구현 완료·자동 검증 완료","테스트: SuccubusGameTest.sleepwalkingLimitsThreeEnemiesAndNeverBypassesStun; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J15-S","adversary_towers","다크 히어로","구현 완료·자동 검증 완료","테스트: HeroAdversaryAugmentGameTest.darkHeroRequiresOtherOwnedTowerAndExplodesOnlyOnce; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
"J15-G1","adversary_towers","라이벌 매치","구현 완료·자동 검증 완료","테스트: AugmentCombatGameTest.jobRivalMatchAddsHealingAndRefreshesWithoutDuplicateCredit; HeroAdversaryAugmentGameTest.adaptationUsesOpeningCapsAndClearsWhileRivalMatchRejectsGeneratedKills; 2026-09-21 14:44:34 KST Java 21 전체 게이트 재실행 통과: 필수 GameTest 668 통과; JUnit 1312 등록/1310 통과/2 건너뜀/실패 0/오류 0; remapJar 성공; 클라이언트 확인 대기"
